"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","diffexpressed","symbol","entrez"
"ENSG00000155269",13303.7602565958,-2.39319235706666,0.519525433858561,-4.60649700880322,4.09508949204504e-06,0.00315203001192538,"DOWN","GPR78","27201"
"ENSG00000198743",260277.932506719,-1.08572488911029,0.237590482462206,-4.56973224625275,4.88347724058261e-06,0.00364139532617318,"DOWN","SLC5A3","6526"
"ENSG00000269926",356386.23088604,-1.30090649113652,0.286514183134402,-4.54046105817483,5.61313459583883e-06,0.00405863650276698,"DOWN",NA,NA
"ENSG00000109625",12704.9028895665,-2.54970019680505,0.562970756200351,-4.52901002178817,5.92606885139782e-06,0.00407233530634491,"DOWN","CPZ","8532"
"ENSG00000145832",86525.2176445518,-1.24777068974879,0.275608634467555,-4.52732800682874,5.97341836981149e-06,0.00407233530634491,"DOWN","SLC25A48","153328"
"ENSG00000152049",56152.9032740294,-1.92867816153647,0.4274686578899,-4.51185864960707,6.42620096337865e-06,0.00425932169964383,"DOWN","KCNE4","23704"
"ENSG00000257702",4602.85012377685,-1.68757423150228,0.376067625191664,-4.48742225721292,7.20901050603129e-06,0.00464903242390304,"DOWN","LBX2-AS1","151534"
"ENSG00000168209",602557.50719391,-1.29530208098281,0.289205859589506,-4.47882377909402,7.50554610202851e-06,0.00471289040896059,"DOWN","DDIT4","54541"
"ENSG00000105655",210891.34871704,-0.830693969697189,0.186319137795402,-4.45844683228073,8.25556680279162e-06,0.00491144993483574,"DOWN","ISYNA1","51477"
"ENSG00000142694",40278.4520721765,-0.715782323738154,0.160632588987101,-4.45602183374902,8.3494532268841e-06,0.00491144993483574,"DOWN","EVA1B","55194"
"ENSG00000169989",5093.08271418177,0.92074588511443,0.206736077853442,4.45372619367945,8.43927108370418e-06,0.00491144993483574,"UP","TIGD4","201798"
"ENSG00000180447",50493.9288978597,-1.44367564898195,0.325663501195615,-4.43302870503374,9.29184893888565e-06,0.00527887636977977,"DOWN","GAS1","2619"
"ENSG00000183615",11266.1117698624,-1.59782980898767,0.361522081085893,-4.4197295063923,9.88245191466592e-06,0.00548384151478706,"DOWN","FAM167B","84734"
"ENSG00000204922",78816.5235771393,-0.499015006163451,0.113117743977223,-4.41146533353715,1.02673394606895e-05,0.0055679315198071,"DOWN","UQCC3","790955"
"ENSG00000198417",198108.923426151,-1.33103500455513,0.30267752676869,-4.39753495664158,1.09487255239566e-05,0.00580550088282509,"DOWN","MT1F","4494"
"ENSG00000111057",14765.2493387306,-3.11834969663744,0.710783746365918,-4.38719893720261,1.14819762728859e-05,0.00583420315091201,"DOWN","KRT18","3875"
"ENSG00000260088",4576.59286456993,1.41707247297787,0.323301488699093,4.3831300582002,1.16986224443969e-05,0.00583420315091201,"UP","DDX59-AS1","101929224"
"ENSG00000250604",2401.35097103727,1.10917515890044,0.253096019428171,4.38242830292804,1.17363794997601e-05,0.00583420315091201,"UP",NA,NA
"ENSG00000245526",228823.20882611,0.589156800240466,0.134759881941573,4.37190053710423,1.23169638036615e-05,0.00599785863916667,"UP","LINC00461","645323"
"ENSG00000113739",15738.9205002839,-1.57133518128453,0.360745434197946,-4.35580060709047,1.32581425589322e-05,0.00632705079197363,"DOWN","STC2","8614"
"ENSG00000277688",19413.0659679555,-0.852483125013337,0.196894567461628,-4.32964269153578,1.49351471186123e-05,0.00698759892935701,"DOWN",NA,NA
"ENSG00000232104",5853.36868179892,1.18555908743675,0.275339697926964,4.30580514311172,1.66379466528637e-05,0.00763457779007655,"UP","RFX3-AS1","101929302"
"ENSG00000196597",23803.6333323684,0.680798505596302,0.158446241914165,4.29671601782206,1.73347037348043e-05,0.00764021664368212,"UP","ZNF782","158431"
"ENSG00000234494",8874.14356303871,0.895998620204186,0.208571992754311,4.29587217522361,1.74007832600653e-05,0.00764021664368212,"UP","SP2-AS1","100506325"
"ENSG00000172296",19339.7346300939,-2.11676547935583,0.493049596553217,-4.29321004246548,1.76108258414365e-05,0.00764021664368212,"DOWN","SPTLC3","55304"
"ENSG00000102910",659316.75167975,0.257101197628339,0.0599517893296598,4.28846579064729,1.79911501235153e-05,0.00766583630530712,"UP","LONP2","83752"
"ENSG00000237161",4861.40133559247,1.39350411919948,0.32562095300942,4.27952840970639,1.87289731297587e-05,0.00783345973140068,"UP",NA,NA
