"X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","diffexpressed","symbol","entrez","FoldChange"
"ENSG00000155850",84959.5588377127,-0.744459798981314,0.361218121635511,-2.06097024039263,0.0393058793086016,0.281793926286392,"DOWN","SLC26A2",1836,-1.67534683699465
"ENSG00000173068",9183.98009274562,-0.881565388901437,0.427762445356612,-2.06087607379022,0.039314864448573,0.281793926286392,"DOWN","BNC2",54796,-1.84237327484043
"ENSG00000227344",4721.60965004851,0.607717137986137,0.294940241185839,2.06047549002721,0.039353106633383,0.281983326540286,"UP","HAUS6P1",NA,1.52384602816562
"ENSG00000232630",6550.241748623,0.628324501568544,0.305136855222027,2.05915637791887,0.0394792604823433,0.282359284324675,"UP","PRPS1P2",NA,1.54576874586048
"ENSG00000134259",3986.82829266107,-0.620168363416878,0.301302074134379,-2.05829437184785,0.0395618841337847,0.282545979442154,"DOWN","NGF",4803,-1.53705454605218
"ENSG00000075673",2386.58476230136,1.07818406681037,0.523880232675953,2.05807358163347,0.0395830705664329,0.282574658536504,"UP","ATP12A",479,2.11137679892582
"ENSG00000149257",228413.570839503,-0.858533904933694,0.417167891605442,-2.05800571474877,0.0395895848240868,0.282574658536504,"DOWN","SERPINH1",871,-1.81319476989625
"ENSG00000247095",19307.0751598475,-0.608951223976481,0.296355675465524,-2.05479858963363,0.0398984625030043,0.283338456483389,"DOWN","MIR210HG",100506211,-1.52515008864142
"ENSG00000214425",48055.3851742972,0.860155099166789,0.418663094932184,2.05452811479865,0.0399246051240879,0.283439750927064,"UP","LRRC37A4P",NA,1.81523344963069
"ENSG00000232729",33450.7817119222,0.620131928133588,0.301940715855611,2.05382015597438,0.0399931013713681,0.283672827533357,"UP","AC211433.1",101926943,1.53701572820845
"ENSG00000096060",351653.218473742,-0.630044027702978,0.306828626195921,-2.05340693114036,0.0400331276504019,0.283730531693076,"DOWN","FKBP5",2289,-1.54761222235349
"ENSG00000273783",2378.36057715022,0.630581080648125,0.307231729450396,2.05246079816094,0.0401249011123524,0.283797825752126,"UP","AL136040.1",NA,1.54818843866957
"ENSG00000231310",1760.53251993224,0.817529105948957,0.398660524344359,2.05068988782743,0.0402971563606938,0.284392324141531,"UP","TBL1XR1-AS1",NA,1.76238498143439
"ENSG00000236799",272.983968628653,-1.31506605379792,0.641312633026692,-2.05058498160474,0.0403073801627666,NA,"DOWN","LINC02626",102724589,-2.48813722336129
"ENSG00000215244",6103.45763669077,0.714120748907252,0.34830452049345,2.05027700443148,0.0403374072745268,0.284592216137635,"UP","LINC02649",399715,1.64048311977723
"ENSG00000229520",6377.73469023116,0.606845422030677,0.296369754160816,2.04759565883835,0.0405996350752375,0.285950338368181,"UP","LINC00404",NA,1.52292555667058
"ENSG00000204335",2281.60631412071,0.815394960005622,0.398272527086191,2.0473291642061,0.0406257762486121,0.285950338368181,"UP","SP5",389058,1.75977985276586
"ENSG00000271817",797.360339968016,0.970187983525895,0.473971936732828,2.04693128081289,0.0406648322510044,NA,"UP","U3",NA,1.95909584922448
"ENSG00000112936",27063.3332080925,-1.17800543846731,0.575814718754011,-2.04580640282409,0.040775421839865,0.286580954498091,"DOWN","C7",730,-2.26263745504575
"ENSG00000213931",1523.77621057772,-1.00454998650561,0.491376509354535,-2.04435899433853,0.0409180951237442,0.287044882426606,"DOWN","HBE1",3046,-2.00631757762015
"ENSG00000258538",661.755082209317,-0.910944112375097,0.445732109652145,-2.04370314062859,0.0409828827714152,NA,"DOWN","AL133279.1",NA,-1.88027556483518
"ENSG00000254229",795.678746270607,0.847618739909135,0.414831427446247,2.04328477504026,0.0410242558567273,NA,"UP","FAM90A12P",NA,1.79952823657344
"ENSG00000268655",653.557671367437,-1.37799051905502,0.674504419712287,-2.04296736801636,0.041055668533362,NA,"DOWN","AC008687.4",101059948,-2.59906104463055
"ENSG00000229393",3734.94883770742,0.817562277140766,0.400234487873755,2.0427082170856,0.0410813309149755,0.28717381459838,"UP","AL139246.4",NA,1.76242550356879
"ENSG00000237742",2778.78831939156,0.707493464310578,0.346362250342636,2.04264022309214,0.0410880662599727,0.28717381459838,"UP","AL365259.1",NA,1.63296454152608
"ENSG00000226963",1600.84358569875,1.12344350861843,0.550814277372653,2.03960491724575,0.0413896919045873,0.28843145988338,"UP","AC078883.2",NA,2.17866368544147
"ENSG00000034239",26901.8182340702,-0.815386338262381,0.400022153882937,-2.03835295207424,0.0415146478250184,0.288828165566065,"DOWN","EFCAB1",79645,-1.75976933611176
"ENSG00000145863",34068.7182717565,1.67814981002421,0.824153500498655,2.03621025574586,0.0417292468667215,0.28934642917516,"UP","GABRA6",2559,3.200172803289
"ENSG00000273129",2417.74545202793,-0.768246498485745,0.377310027859997,-2.03611471140334,0.0417388378199112,0.28934642917516,"DOWN","PACERR",103752588,-1.70319839865775
"ENSG00000259347",3277.05501853108,0.727086355299243,0.357152121159829,2.03578898800342,0.0417715486837047,0.289474625324008,"UP","AC087482.1",NA,1.65529270993464
"ENSG00000248050",7029.5610960244,0.806345455956898,0.396257206561684,2.03490420515892,0.0418605128005756,0.289712615417134,"UP","AC079061.1",100132813,1.74877593827543
"ENSG00000174567",9030.88184394638,0.62174386127361,0.305598210984583,2.03451407411863,0.0418997910418821,0.289872691809321,"UP","GOLT1A",127845,1.5387340062475
"ENSG00000233725",4633.62992505895,0.596147627985367,0.293158609932638,2.03353272865617,0.0419987304600867,0.290136568473691,"UP","NRAD1",NA,1.51167460692313
