EnsemblID,Symbol,baseMean,log2FoldChange,FoldChange,StandardError,WaldStatistic,p-value,BHFDR_p-value
ENSG00000101134.7,DOK5,497.2265293,0.123131297,1.089096127,0.129247399,0.952679111,0.34075268,0.601388627
ENSG00000187944.2,C2orf66,12.36941447,0.190093168,1.140837388,0.199561335,0.952555102,0.340815535,0.601412819
ENSG00000186001.8,LRCH3,1275.837236,-0.091945966,0.938256337,0.09653568,-0.952455772,0.340865886,0.601412819
ENSG00000164466.8,SFXN1,2135.049634,-0.071762058,0.951475189,0.075344731,-0.952449595,0.340869017,0.601412819
ENSG00000160145.10,KALRN,5390.566007,-0.151397613,0.900377797,0.158970202,-0.95236473,0.34091204,0.601428366
ENSG00000136068.10,FLNB,2098.336235,-0.124070037,0.917595336,0.130288851,-0.952269025,0.340960563,0.601453612
ENSG00000198754.5,OXCT2,24.64507454,-0.140383031,0.907278244,0.147466375,-0.951966383,0.341114031,0.601627707
ENSG00000081059.15,TCF7,87.54052998,0.106930473,1.076934475,0.112330754,0.951925178,0.34113493,0.601627707
ENSG00000258555.2,SPECC1L,2.258834937,-0.227087454,0.854357949,0.238569329,-0.951871957,0.341161923,0.601627707
ENSG00000186174.8,BCL9L,541.8865542,0.158440935,1.116080381,0.166510869,0.951535088,0.341332815,0.601735428
ENSG00000147257.9,GPC3,20.33391784,0.210482314,1.157074946,0.221204942,0.951526275,0.341337287,0.601735428
ENSG00000145888.6,GLRA1,4.341374757,-0.214358311,0.861929448,0.225293443,-0.951462716,0.341369536,0.601735428
ENSG00000230510.2,PPP5D1,83.89405485,0.0990508,1.071068537,0.104106755,0.951434902,0.34138365,0.601735428
ENSG00000153885.9,KCTD15,1400.691348,0.107376168,1.077267226,0.11286225,0.951391349,0.34140575,0.601735428
ENSG00000166707.5,ZCCHC18,276.6796096,0.097542524,1.069949366,0.102530989,0.951346757,0.341428379,0.601735428
ENSG00000163827.8,LRRC2,443.3067112,-0.163379309,0.892931055,0.171812499,-0.950916319,0.341646857,0.602049034
ENSG00000196458.6,ZNF605,746.9934961,0.091763356,1.06567192,0.096505516,0.950861254,0.341674813,0.602049034
ENSG00000151240.11,DIP2C,2031.651601,-0.077893305,0.947440136,0.081948469,-0.950515687,0.341850287,0.602297859
ENSG00000142405.17,NLRP12,4.561185837,0.202632878,1.150796611,0.213206732,0.950405625,0.341906187,0.602335982
ENSG00000180869.3,C1orf180,1.196278539,-0.227718778,0.853984164,0.239639066,-0.950257327,0.341981516,0.602408322
ENSG00000115446.7,UNC50,899.6145683,-0.080851452,0.945499466,0.085108451,-0.949981478,0.342121664,0.602594816
ENSG00000170820.7,FSHR,3.622811098,-0.223812936,0.856299307,0.235673756,-0.949672716,0.342278577,0.602753191
ENSG00000258945.1,RP11-497E19.2,9.00758111,-0.194177246,0.874071227,0.204488139,-0.949577061,0.342327199,0.602753191
ENSG00000189143.8,CLDN4,41.28925178,0.133624926,1.097046689,0.140723782,0.949554679,0.342338576,0.602753191
ENSG00000006788.7,MYH13,6.007153027,0.205192389,1.152840072,0.216097828,0.949534711,0.342348727,0.602753191
ENSG00000076826.5,CAMSAP3,1114.138246,0.146908856,1.107194634,0.154777295,0.949162838,0.342537799,0.603003318
ENSG00000091732.11,ZC3HC1,349.7674024,0.05853832,1.041410112,0.061676392,0.949120374,0.342559393,0.603003318
ENSG00000170340.10,B3GNT2,448.4169991,-0.129917144,0.913883934,0.136928209,-0.948797515,0.342723606,0.603225043
ENSG00000162222.9,TTC9C,540.2666998,0.049120861,1.034634254,0.051779342,0.948657493,0.34279484,0.603225043
ENSG00000103168.12,TAF1C,2114.613478,0.100390155,1.072063347,0.105834765,0.948555568,0.342846698,0.603225043
ENSG00000103426.8,CORO7-PAM16,6.21120483,-0.196251721,0.872815289,0.20690746,-0.948499979,0.342874984,0.603225043
ENSG00000171055.10,FEZ2,2529.886665,-0.078742683,0.946882501,0.083022085,-0.948454654,0.342898047,0.603225043
ENSG00000169550.8,MUC15,1.570377818,-0.227513251,0.854105831,0.239915372,-0.948306268,0.342973561,0.603225043
ENSG00000255150.1,EID3,76.84993413,-0.103646504,0.930677669,0.109304316,-0.948237983,0.343008315,0.603225043
ENSG00000162636.11,FAM102B,1484.851209,-0.124261028,0.917473868,0.131044428,-0.948235879,0.343009385,0.603225043
ENSG00000137877.8,SPTBN5,379.5082716,0.184924043,1.136757122,0.195031246,0.948176495,0.343039611,0.603225043
ENSG00000115866.6,DARS,1671.046705,-0.08506442,0.942742439,0.08972113,-0.948097966,0.343079584,0.603225043
ENSG00000204681.6,GABBR1,13853.47335,-0.100651693,0.932611618,0.106164912,-0.948069299,0.343094177,0.603225043
ENSG00000174500.8,GCSAM,4.072400605,-0.209022516,0.865123189,0.22047311,-0.948063535,0.343097111,0.603225043
ENSG00000196323.7,ZBTB44,1860.088566,0.093514801,1.066966441,0.098665138,0.947799826,0.343231369,0.603400747
ENSG00000154122.8,ANKH,4569.094469,-0.062768133,0.957425322,0.066234871,-0.947659926,0.343302608,0.603465639
ENSG00000182950.2,ODF3L1,5.54335325,0.192988977,1.143129601,0.203705336,0.94739284,0.343438638,0.603644397
ENSG00000063176.11,SPHK2,1465.928186,0.100734121,1.072318978,0.106372427,0.946994666,0.343641497,0.603940569
ENSG00000105894.7,PTN,4536.13739,-0.110676761,0.926153506,0.116894271,-0.946810824,0.343735185,0.604044691
ENSG00000186806.5,VSIG10L,156.8640799,0.088541157,1.063294443,0.093528314,0.946677564,0.343803106,0.604044691
ENSG00000227921.1,AL353791.1,151.2267688,-0.154588843,0.89838837,0.163296435,-0.946676161,0.343803822,0.604044691
ENSG00000135932.6,CAB39,3903.586867,-0.0864263,0.941852926,0.091313517,-0.946478715,0.343904474,0.604137988
ENSG00000189051.5,RNF222,1.642502432,-0.224116282,0.856119278,0.236805734,-0.946414082,0.343937426,0.604137988
ENSG00000165521.11,EML5,601.2446774,-0.107068399,0.928472832,0.113139145,-0.946342652,0.343973845,0.604137988
ENSG00000173237.4,C11orf86,1.575646637,0.223443392,1.167516866,0.236129258,0.946275753,0.344007957,0.604137988
ENSG00000254585.1,MAGEL2,12.91586661,-0.197298946,0.872181959,0.208509462,-0.94623498,0.344028749,0.604137988
ENSG00000232258.2,TMEM114,1.580286641,-0.22592972,0.85504383,0.238801147,-0.946099812,0.34409768,0.60418408
ENSG00000108733.5,PEX12,363.6733809,0.079704843,1.05680181,0.084250251,0.946048732,0.344123731,0.60418408
ENSG00000147457.9,CHMP7,1251.615476,0.045461631,1.032013348,0.048082763,0.945487086,0.344410261,0.604626761
ENSG00000070729.9,CNGB1,172.4002303,-0.221581283,0.857624911,0.234393319,-0.945339586,0.344485534,0.604633502
ENSG00000068078.13,FGFR3,6530.535751,0.151301741,1.110571086,0.160055104,0.945310318,0.344500472,0.604633502
ENSG00000235109.3,ZSCAN31,389.1230108,0.143632631,1.104683151,0.1519476,0.945277386,0.34451728,0.604633502
ENSG00000176732.6,PFN4,20.87278597,-0.130550603,0.913482754,0.138181583,-0.944775709,0.344773395,0.605022589
ENSG00000197183.8,C20orf112,1451.093044,-0.100967762,0.932407321,0.106878241,-0.944698954,0.344812591,0.605030976
ENSG00000091704.5,CPA1,2.004043008,0.223574938,1.167623326,0.236697884,0.944558245,0.344884453,0.605066946
ENSG00000034971.9,MYOC,2.553208654,-0.218844466,0.859253384,0.231698144,-0.944524034,0.344901926,0.605066946
ENSG00000106628.6,POLD2,1487.590388,0.072191151,1.051312194,0.076440996,0.944403593,0.344963446,0.605114487
ENSG00000153975.5,ZUFSP,274.7175851,-0.072618441,0.950910562,0.076898983,-0.944335518,0.344998221,0.605115108
ENSG00000221972.2,C3orf36,3.588779333,0.210014243,1.156699603,0.222440451,0.944136925,0.345099683,0.605232683
ENSG00000188566.7,NDOR1,615.2373265,0.112350308,1.08098785,0.119013603,0.944012324,0.345163351,0.605235301
ENSG00000198380.7,GFPT1,1213.015159,-0.070622728,0.952226888,0.074814818,-0.943967114,0.345186454,0.605235301
ENSG00000183654.8,40603,99.44554111,0.127786859,1.092616306,0.135377203,0.943931884,0.345204458,0.605235301
ENSG00000251258.1,RFPL4B,1.079586959,0.224227217,1.168151358,0.237615652,0.943655081,0.345345935,0.60542297
ENSG00000204482.6,LST1,151.9452183,0.156492518,1.114574087,0.165861389,0.943513851,0.345418134,0.605489161
ENSG00000174672.11,BRSK2,4606.191836,0.091293684,1.065325045,0.0967826,0.943286129,0.345534569,0.605632874
ENSG00000164733.16,CTSB,11874.60929,0.066305173,1.047031737,0.070298734,0.943191558,0.34558293,0.605657254
ENSG00000132394.6,EEFSEC,395.6207,-0.076017815,0.9486726,0.080617082,-0.942949234,0.34570687,0.605737373
ENSG00000125257.9,ABCC4,169.6231629,0.143376762,1.104487248,0.152051746,0.942947163,0.345707929,0.605737373
ENSG00000167157.8,PRRX2,13.65769631,0.219619856,1.164426725,0.232919543,0.94290008,0.345732014,0.605737373
ENSG00000173660.7,UQCRH,3898.868871,0.087568807,1.062578044,0.092889345,0.942721769,0.345823236,0.605836819
ENSG00000177200.11,CHD9,1343.82536,-0.099929765,0.933078416,0.106013562,-0.942613033,0.345878871,0.605873909
ENSG00000042781.8,USH2A,19.80327563,-0.148895562,0.901940668,0.157980652,-0.942492386,0.345940607,0.605921677
ENSG00000155984.9,TMEM185A,606.0071127,0.052664256,1.037178537,0.055891582,0.94225739,0.346060878,0.605995247
ENSG00000205642.5,VCX3B,5.547358782,0.213080642,1.159160743,0.226173187,0.942112744,0.346134921,0.605995247
ENSG00000171872.4,KLF17,4.091067298,0.198789398,1.147734857,0.211005181,0.942106716,0.346138006,0.605995247
ENSG00000174165.3,ZDHHC24,265.8672813,-0.083682014,0.943646218,0.088827187,-0.942076597,0.346153425,0.605995247
ENSG00000101079.16,NDRG3,5621.22254,-0.089526187,0.93983136,0.095030991,-0.942073591,0.346154964,0.605995247
ENSG00000077721.11,UBE2A,1330.275816,-0.069356498,0.953063009,0.073660407,-0.941570928,0.34641236,0.606347775
ENSG00000156030.8,ELMSAN1,1133.901792,0.094280952,1.06753321,0.100134235,0.941545633,0.346425316,0.606347775
ENSG00000162415.6,ZSWIM5,309.1319121,-0.105025165,0.929788724,0.11156185,-0.941407526,0.346496058,0.606381645
ENSG00000163069.8,SGCB,2300.550829,-0.070283166,0.952451037,0.074660259,-0.941373181,0.346513652,0.606381645
ENSG00000058799.9,YIPF1,653.363172,0.074747037,1.053176355,0.079442386,0.940896177,0.346758067,0.606748962
ENSG00000110455.9,ACCS,254.1481757,-0.154162065,0.898654171,0.163865242,-0.940785632,0.346814725,0.606787706
ENSG00000135436.4,FAM186B,6.019870109,-0.190213768,0.876475842,0.202205533,-0.940695168,0.346861096,0.606808445
ENSG00000168658.14,VWA3B,39.37451945,-0.203026416,0.868726279,0.21586946,-0.940505507,0.346958326,0.606918147
ENSG00000115504.10,EHBP1,2330.072695,-0.073820558,0.950118551,0.078502616,-0.940357939,0.347033989,0.606949597
ENSG00000198339.3,HIST1H4I,10.19366525,0.170296324,1.125289591,0.181101611,0.940335773,0.347045355,0.606949597
ENSG00000005243.5,COPZ2,145.130861,0.125096049,1.090580337,0.133070133,0.940076075,0.34717854,0.607091288
ENSG00000197238.3,HIST1H4J,3.559727102,0.201397825,1.149811867,0.214243176,0.940043128,0.347195439,0.607091288
ENSG00000184544.6,DHRS7C,15.10509915,0.182855168,1.135128141,0.19455488,0.939864206,0.34728722,0.60719138
ENSG00000235531.5,RP11-383H13.1,167.2947944,-0.175872074,0.885232256,0.187165978,-0.939658351,0.347392835,0.607315637
ENSG00000182087.7,TMEM259,4839.098177,0.086658541,1.061907823,0.092241531,0.939474235,0.347487315,0.60737265
ENSG00000137216.14,TMEM63B,1884.922623,0.076513139,1.05446641,0.081443731,0.939460145,0.347494546,0.60737265
ENSG00000108312.10,UBTF,3011.782995,0.062550019,1.044309989,0.06660079,0.939178332,0.347639192,0.607499151
ENSG00000163659.8,TIPARP,654.6567902,0.126274875,1.091471814,0.134458638,0.939135456,0.347661202,0.607499151
ENSG00000144355.10,DLX1,411.9051157,-0.1835371,0.880541497,0.195435783,-0.939117171,0.347670589,0.607499151
ENSG00000121905.5,HPCA,4266.728341,-0.154820743,0.898243974,0.164890734,-0.938929308,0.34776704,0.607607292
ENSG00000170921.10,TANC2,2864.543788,-0.081617002,0.94499788,0.086962625,-0.938529642,0.347972291,0.607762612
ENSG00000206190.7,ATP10A,657.8438727,0.136095316,1.098926819,0.145013404,0.93850163,0.34798668,0.607762612
ENSG00000112308.8,C6orf62,4652.356427,-0.065815389,0.955405185,0.07012996,-0.938477488,0.347999081,0.607762612
ENSG00000128276.6,RFPL3,3.559339415,-0.20928089,0.864968266,0.223000589,-0.93847685,0.347999409,0.607762612
ENSG00000178980.10,SEPW1,13710.78619,0.089830944,1.064245466,0.095725771,0.938419644,0.348028795,0.607762612
ENSG00000181458.6,TMEM45A,59.15734939,0.178976807,1.132080702,0.190748825,0.938285238,0.348097844,0.607822814
ENSG00000124217.3,MOCS3,174.7720324,-0.08173159,0.944922825,0.087123002,-0.93811724,0.348184163,0.607913157
ENSG00000166478.5,ZNF143,372.7593195,0.066176843,1.046938606,0.070550782,0.938002962,0.348242888,0.60795531
ENSG00000198270.8,TMEM116,228.5771504,-0.081292501,0.945210459,0.086715375,-0.937463525,0.348520178,0.608378981
ENSG00000198570.5,RD3,1.884441321,0.223898306,1.167885069,0.238919601,0.937128241,0.348692596,0.608575242
ENSG00000104723.16,TUSC3,1625.975519,-0.135683331,0.910238598,0.144789079,-0.937110261,0.348701844,0.608575242
ENSG00000163293.7,NIPAL1,25.11418664,-0.174168319,0.886278291,0.185906464,-0.936859941,0.348830608,0.608697348
ENSG00000197702.7,PARVA,1011.627524,0.108157717,1.077850971,0.115449554,0.936839629,0.348841057,0.608697348
ENSG00000171246.5,NPTX1,9114.626751,-0.161073579,0.894359287,0.171973962,-0.936616087,0.348956074,0.608837612
ENSG00000179284.4,DAND5,7.632045988,-0.189226044,0.877076116,0.202051523,-0.93652372,0.349003605,0.608860115
ENSG00000164414.12,SLC35A1,667.2133875,-0.105821592,0.929275584,0.11300337,-0.936446338,0.349043429,0.608869169
ENSG00000204065.2,TCEAL5,1755.700532,-0.1034419,0.930809668,0.110511094,-0.936031818,0.349256806,0.609180936
ENSG00000113384.9,GOLPH3,1693.240364,0.056291313,1.039789371,0.060158787,0.935712227,0.349421373,0.609339903
ENSG00000115649.11,CNPPD1,1408.427347,0.081585826,1.058180565,0.087196064,0.93565951,0.349448524,0.609339903
ENSG00000183784.5,C9orf66,2.633618397,-0.219074762,0.859116234,0.23414106,-0.9356529,0.349451929,0.609339903
ENSG00000105737.5,GRIK5,1758.901128,0.122627334,1.08871575,0.131083232,0.935492143,0.34953473,0.609423838
ENSG00000080608.9,KIAA0020,197.3414318,-0.077247258,0.9478645,0.082583938,-0.935378716,0.349593162,0.60946527
ENSG00000226174.2,TEX22,30.33077581,-0.142457502,0.905974594,0.152326589,-0.935210997,0.349679572,0.609555466
ENSG00000172171.6,TEFM,176.852733,-0.088084103,0.940771263,0.094198585,-0.935089448,0.349742204,0.609604199
ENSG00000172322.9,CLEC12A,3.214640682,0.223191941,1.167313395,0.238705129,0.935011083,0.349782588,0.609614146
ENSG00000189375.6,TBC1D28,4.309946918,-0.207605352,0.865973419,0.222057301,-0.934917928,0.349830597,0.609637381
ENSG00000255526.2,NEDD8-MDP1,3.245456746,-0.215668915,0.861146791,0.230732207,-0.934715257,0.349935062,0.609749692
ENSG00000136153.14,LMO7,2035.55307,-0.121057793,0.91951321,0.129520907,-0.934658319,0.349964414,0.609749692
ENSG00000146776.10,ATXN7L1,270.6775174,-0.090805663,0.938998226,0.097165927,-0.934542236,0.35002426,0.609783678
ENSG00000091664.7,SLC17A6,320.3559673,-0.196138404,0.872883848,0.209889093,-0.934485926,0.350053292,0.609783678
ENSG00000166887.11,VPS39,3245.411016,-0.057195862,0.961130435,0.061224437,-0.93419989,0.350200793,0.609980178
ENSG00000103121.4,CMC2,1345.684866,-0.082194569,0.944619636,0.088016681,-0.933852179,0.350380149,0.610030425
ENSG00000131174.4,COX7B,2726.064341,-0.077639097,0.947607093,0.083139024,-0.933846625,0.350383015,0.610030425
ENSG00000146700.8,SRCRB4D,49.55257018,-0.117826539,0.921574984,0.12618551,-0.933756487,0.35042952,0.610030425
ENSG00000115233.7,PSMD14,1467.968605,-0.05952278,0.959581481,0.063746863,-0.933736615,0.350439773,0.610030425
ENSG00000163431.11,LMOD1,694.1539142,-0.200639247,0.870164914,0.214886587,-0.933698331,0.350459526,0.610030425
ENSG00000173641.13,HSPB7,100.9641724,-0.196644436,0.872577733,0.210636701,-0.933571574,0.350524934,0.610030425
ENSG00000070601.5,FRMPD1,159.9480659,0.095851815,1.068696215,0.102676588,0.933531361,0.350545686,0.610030425
ENSG00000150593.11,PDCD4,1134.986943,-0.082841926,0.944195868,0.088743519,-0.933498315,0.35056274,0.610030425
ENSG00000089094.12,KDM2B,1021.444895,-0.057583662,0.960872115,0.061689815,-0.933438726,0.350593493,0.610030425
ENSG00000173597.3,SULT1B1,7.682856475,0.222574981,1.166814307,0.238467196,0.933356809,0.350635773,0.610030425
ENSG00000125861.10,GFRA4,5.58379928,-0.207916085,0.865786923,0.222774622,-0.93330238,0.350663867,0.610030425
ENSG00000131591.13,C1orf159,696.174074,-0.091051854,0.938838002,0.0975613,-0.933278401,0.350676244,0.610030425
ENSG00000124571.13,XPO5,877.1094772,-0.058456902,0.960290691,0.062636667,-0.933269684,0.350680744,0.610030425
ENSG00000113163.11,COL4A3BP,1991.577487,-0.070786085,0.952119073,0.075864655,-0.933057499,0.350790282,0.610160597
ENSG00000128654.9,MTX2,1235.279301,-0.07930867,0.9465111,0.085005399,-0.932983912,0.350828275,0.610166311
ENSG00000164308.12,ERAP2,168.6587241,-0.18004724,0.882674093,0.193010628,-0.932835886,0.35090471,0.610207709
ENSG00000089127.8,OAS1,152.0102685,0.146934598,1.10721439,0.157529476,0.932743525,0.350952407,0.610207709
ENSG00000143314.8,MRPL24,1006.114687,-0.074464458,0.949694591,0.079834428,-0.932736163,0.350956208,0.610207709
ENSG00000155629.10,PIK3AP1,137.6650179,0.182391561,1.134763429,0.195614184,0.932404582,0.351127478,0.610313615
ENSG00000106993.7,CDC37L1,1031.014566,-0.075574998,0.948963829,0.081055229,-0.932388919,0.35113557,0.610313615
ENSG00000104951.11,IL4I1,20.35506914,0.188350079,1.139459841,0.202012982,0.932366214,0.351147299,0.610313615
ENSG00000149582.11,TMEM25,2079.268649,0.086064535,1.06147069,0.092309315,0.932349402,0.351155985,0.610313615
ENSG00000168995.9,SIGLEC7,11.18272455,0.220050137,1.164774064,0.236146748,0.931836405,0.351421077,0.610678071
ENSG00000196372.8,ASB13,957.3674867,-0.077886194,0.947444806,0.083585993,-0.931809167,0.351435156,0.610678071
ENSG00000154642.6,C21orf91,802.420241,-0.193610682,0.874414553,0.207854954,-0.931470134,0.351610426,0.610922247
ENSG00000138764.9,CCNG2,1654.013535,-0.09685681,0.935068,0.104000806,-0.931308264,0.351694128,0.611007291
ENSG00000125691.8,RPL23,5267.664563,0.073168154,1.052024391,0.078578461,0.931147714,0.35177716,0.611063935
ENSG00000121864.5,ZNF639,668.02047,-0.058918405,0.959983554,0.063277544,-0.931110803,0.351796251,0.611063935
ENSG00000204366.3,ZBTB12,156.8259264,0.134250059,1.097522152,0.144224363,0.930841756,0.351935426,0.611215105
ENSG00000140836.9,ZFHX3,464.271915,0.112474307,1.081080764,0.120840667,0.930765357,0.351974953,0.611215105
ENSG00000137824.11,RMDN3,2107.326218,-0.038141905,0.973908469,0.040980152,-0.930740946,0.351987584,0.611215105
ENSG00000132837.10,DMGDH,84.12929379,-0.128586784,0.914727048,0.138304509,-0.929736748,0.352507403,0.612052583
ENSG00000172782.7,FADS6,197.2263427,-0.163682404,0.892743479,0.176064157,-0.929674768,0.352539502,0.612052583
ENSG00000184752.8,NDUFA12,1239.420762,0.07840726,1.055851733,0.084350534,0.929540767,0.352608908,0.612071993
ENSG00000197442.8,MAP3K5,1864.502777,0.10086865,1.072418974,0.108517069,0.929518745,0.352620315,0.612071993
ENSG00000152315.4,KCNK13,44.79468318,0.139688309,1.101667078,0.150314894,0.929304516,0.352731295,0.612168868
ENSG00000147383.6,NSDHL,452.6463743,-0.077208502,0.947889964,0.083084524,-0.929276578,0.35274577,0.612168868
ENSG00000204843.8,DCTN1,10717.90942,-0.090422368,0.939247732,0.097316898,-0.929153831,0.35280937,0.612218806
ENSG00000165501.12,LRR1,54.84256882,0.107923965,1.077676346,0.116179562,0.928941056,0.352919635,0.612349702
ENSG00000266728.1,AC015688.3,1.056043102,-0.222295161,0.857200644,0.239354905,-0.928726156,0.353031022,0.612482519
ENSG00000180263.9,FGD6,497.6038518,0.114739653,1.082779631,0.123573192,0.928515727,0.353140114,0.612611328
ENSG00000155755.14,TMEM237,764.1895737,-0.069591486,0.952907785,0.074976558,-0.928176597,0.353315972,0.6127737
ENSG00000153086.9,ACMSD,5.538763839,-0.208578583,0.865389437,0.224735847,-0.928105535,0.353352829,0.6127737
ENSG00000129451.7,KLK10,43.18576231,0.165612836,1.121642434,0.178463785,0.927991278,0.353412094,0.6127737
ENSG00000130921.3,C12orf65,597.7325788,0.055607773,1.039296842,0.059923255,0.927983195,0.353416287,0.6127737
ENSG00000022267.12,FHL1,5826.372912,-0.111892956,0.925373085,0.120579016,-0.927963749,0.353426374,0.6127737
ENSG00000133019.7,CHRM3,1476.931818,-0.177615333,0.884163245,0.191424613,-0.927860476,0.353479949,0.6127737
ENSG00000105341.14,ATP5SL,1005.206622,0.073582833,1.052326822,0.079316728,0.927708888,0.353558597,0.6127737
ENSG00000133138.15,TBC1D8B,131.759087,-0.144873732,0.904458535,0.156165464,-0.92769379,0.353566431,0.6127737
ENSG00000173812.6,EIF1,14034.59616,0.069000884,1.048989971,0.07438125,0.927665028,0.353581355,0.6127737
ENSG00000258466.1,RP11-1012A1.4,1.434678928,-0.220732666,0.858129529,0.23794482,-0.927663252,0.353582276,0.6127737
ENSG00000109332.15,UBE2D3,5596.080905,0.066810162,1.047398296,0.072031301,0.927515691,0.353658849,0.612845989
ENSG00000101940.11,WDR13,3087.637182,0.076331553,1.054333697,0.082315584,0.927303784,0.35376883,0.612976152
ENSG00000107731.8,UNC5B,1675.106338,-0.154234647,0.89860896,0.166374598,-0.927032428,0.353909698,0.613107633
ENSG00000197604.4,AC022532.1,9.410197869,-0.200244813,0.870402851,0.216008405,-0.927023249,0.353914463,0.613107633
ENSG00000198625.8,MDM4,1590.4756,-0.10459097,0.930068597,0.112864855,-0.9266921,0.354086421,0.613293659
ENSG00000117016.5,RIMS3,11490.40018,-0.155462268,0.897844639,0.167762245,-0.926682093,0.354091618,0.613293659
ENSG00000130948.5,HSD17B3,165.3565938,-0.195098846,0.873513045,0.210554397,-0.926595924,0.354136372,0.613297788
ENSG00000032742.13,IFT88,476.7146311,-0.108245131,0.927715833,0.116839358,-0.926444071,0.35421525,0.613297788
ENSG00000115520.4,COQ10B,888.5542019,-0.080184594,0.945936605,0.086552314,-0.92642924,0.354222954,0.613297788
ENSG00000167771.5,RCOR2,388.9586417,-0.118975335,0.920841441,0.128426379,-0.926408851,0.354233546,0.613297788
ENSG00000125356.6,NDUFA1,2341.934962,0.080177894,1.057148386,0.086563116,0.926236226,0.35432323,0.613392652
ENSG00000102575.6,ACP5,26.56430426,0.183261272,1.135447713,0.197982821,0.925642289,0.354631908,0.613839158
ENSG00000104055.10,TGM5,1.862141924,0.218755886,1.163729607,0.23633812,0.925605594,0.354650985,0.613839158
ENSG00000151092.12,NGLY1,701.2540143,-0.068622655,0.953547918,0.074147385,-0.925489893,0.354711139,0.613882833
ENSG00000119915.4,ELOVL3,16.02649402,0.1778028,1.131159836,0.192142606,0.925368941,0.354774029,0.613901315
ENSG00000177752.9,YIPF7,13.73135196,-0.138280599,0.90860138,0.149438412,-0.925335037,0.354791659,0.613901315
ENSG00000184471.6,C1QTNF8,7.386759338,-0.210366328,0.864317737,0.227484791,-0.924748975,0.355096498,0.614337504
ENSG00000125629.10,INSIG2,934.9367123,-0.082674885,0.944305197,0.089405701,-0.924716036,0.355113636,0.614337504
ENSG00000063046.13,EIF4B,5589.496371,-0.078993942,0.946717607,0.08544589,-0.924490825,0.355230826,0.614479772
ENSG00000131626.11,PPFIA1,1772.81796,0.073429765,1.052215177,0.079459735,0.924112885,0.355427546,0.614759568
ENSG00000116299.12,KIAA1324,920.6263067,-0.099992207,0.933038031,0.108221593,-0.923958004,0.355508181,0.614771442
ENSG00000196466.6,ZNF799,94.26991339,-0.084369905,0.943196386,0.091318685,-0.923906262,0.355535122,0.614771442
ENSG00000174021.6,GNG5,530.4674399,0.121966017,1.088216808,0.132012398,0.9238982,0.35553932,0.614771442
ENSG00000171848.9,RRM2,8.204784454,0.220037479,1.164763845,0.238220156,0.923672804,0.355656696,0.614913918
ENSG00000186517.9,ARHGAP30,147.8991437,0.142597994,1.103891205,0.154423135,0.923423769,0.35578641,0.615077695
ENSG00000162975.3,KCNF1,1564.047874,-0.151119285,0.900551518,0.163668392,-0.923326017,0.355837334,0.615105243
ENSG00000105053.6,VRK3,800.6670223,-0.045310544,0.969081197,0.049088677,-0.923034528,0.355989212,0.61530728
ENSG00000164049.10,FBXW12,33.99952777,0.138107785,1.100460823,0.149683057,0.922668123,0.356180183,0.615576839
ENSG00000135272.5,MDFIC,255.307383,0.130517666,1.094686425,0.14147272,0.922564197,0.356234361,0.615609955
ENSG00000164096.10,C4orf3,4105.319827,-0.080675361,0.945614877,0.087479508,-0.922220103,0.356413779,0.615824994
ENSG00000221823.5,PPP3R1,11401.53663,-0.109683654,0.926791261,0.118938085,-0.922191191,0.356428857,0.615824994
ENSG00000168412.5,MTNR1A,2.025929841,-0.21603182,0.8609302,0.234347704,-0.921843126,0.356610409,0.615985449
ENSG00000105270.9,CLIP3,13395.41303,-0.083845171,0.943539505,0.090954024,-0.921841253,0.356611386,0.615985449
ENSG00000165322.13,ARHGAP12,1321.78228,-0.075398903,0.949079665,0.081794264,-0.921811624,0.356626843,0.615985449
ENSG00000172893.11,DHCR7,1710.965541,0.133232522,1.096748339,0.144554969,0.921673762,0.35669877,0.616049158
ENSG00000057294.9,PKP2,147.3641904,0.198365207,1.147397442,0.215281322,0.921423208,0.356829517,0.61621443
ENSG00000163755.4,HPS3,458.8308352,0.080046528,1.057052131,0.086883513,0.921308611,0.356889327,0.616257007
ENSG00000176454.8,LPCAT4,3982.632775,0.112673499,1.081230039,0.122306129,0.921241645,0.35692428,0.616257007
ENSG00000183281.10,PLGLB1,96.71519121,0.150491823,1.109947795,0.163423066,0.920872594,0.357116949,0.616529113
ENSG00000151148.9,UBE3B,1738.611575,-0.060576468,0.958880896,0.065791064,-0.920740052,0.35718616,0.616556367
ENSG00000122952.12,ZWINT,86.39657814,-0.117064163,0.922062109,0.127165786,-0.920563354,0.357278442,0.616556367
ENSG00000138798.7,EGF,75.34013499,0.151608607,1.110807333,0.16469651,0.920533206,0.357294189,0.616556367
ENSG00000221829.5,FANCG,449.7845289,0.096782018,1.069385498,0.105137165,0.920530988,0.357295347,0.616556367
ENSG00000120129.5,DUSP1,2834.897657,0.184133467,1.136134366,0.200034926,0.920506587,0.357308093,0.616556367
ENSG00000005194.10,CIAPIN1,1091.121917,-0.07005896,0.952599067,0.076124548,-0.92032021,0.357405451,0.616560685
ENSG00000107679.10,PLEKHA1,3744.929493,-0.084537987,0.943086505,0.091857474,-0.920316916,0.357407172,0.616560685
ENSG00000179083.5,FAM133A,221.9799353,-0.106472555,0.928856378,0.115693264,-0.920300381,0.35741581,0.616560685
