"","geneIDs","geneIDX","zscores","pvals","adj.pvals","significant"
"1723","DLK2",10122,1.686359,0.0917266733962623,0.298457630217845,"FALSE"
"1724","SPECC1",2177,1.686239,0.0917497749120189,0.298471116940028,"FALSE"
"1725","ZNF461",2675,1.685976,0.0918004220859985,0.298512524936813,"FALSE"
"1726","RAC2",14056,1.684901,0.0920076736225334,0.299062927577784,"FALSE"
"1727","PRSS23",11335,1.684488,0.0920873966502664,0.299136798072714,"FALSE"
"1728","DNAJB5",11418,1.682928,0.0923890304261969,0.299635911332516,"FALSE"
"1729","CDC42SE2",13664,1.682906,0.0923932899027859,0.299635911332516,"FALSE"
"1730","MRPL23",9733,1.680985,0.0927658281683375,0.300645509694974,"FALSE"
"1731","TOM1L1",10172,1.680907,0.0927809800957688,0.300645509694974,"FALSE"
"1732","DENND1A",2833,1.678584,0.0932331469767075,0.301738108766343,"FALSE"
"1733","PTN",13539,1.678369,0.0932750855077002,0.30181180051762,"FALSE"
"1734","NSD2",4055,1.677285,0.0934867643428056,0.302191279827437,"FALSE"
"1735","CLEC4G",11740,1.676906,0.0935608646890701,0.302206457240797,"FALSE"
"1736","HPS4",14224,1.676757,0.0935900093872397,0.302206457240797,"FALSE"
"1737","FBXO15",8649,1.676706,0.0935999867621305,0.302206457240797,"FALSE"
"1738","ADAMTS19",6024,1.676704,0.0936003780491197,0.302206457240797,"FALSE"
"1739","GFRA4",3848,1.676636,0.0936136825874974,0.302206457240797,"FALSE"
"1740","RPL11",6460,1.675744,0.0937883473304355,0.302477986218293,"FALSE"
"1741","FANCG",4355,1.675486,0.093838915657005,0.302579096256306,"FALSE"
"1742","VSTM2L",12630,1.674168,0.094097586597291,0.303102802981658,"FALSE"
"1743","ACAT2",2481,1.673834,0.0941632282191761,0.303202216596016,"FALSE"
"1744","SDHAF1",13083,1.672452,0.0944352254935756,0.303861198403332,"FALSE"
"1745","KLF7",13165,1.671585,0.0946061846622323,0.304181004187635,"FALSE"
"1746","GHR",4612,1.67145,0.0946328269055501,0.304204544636155,"FALSE"
"1747","DNAJB2",722,1.67069,0.0947829250912551,0.304562684808533,"FALSE"
"1748","FNIP2",14780,1.669085,0.0951005355767345,0.305333999318043,"FALSE"
"1749","CCDC85A",7245,1.668974,0.0951225326434564,0.305342360136844,"FALSE"
"1750","POLR3D",14903,1.66876,0.0951649529058165,0.305416262434179,"FALSE"
"1751","LCTL",11892,1.668032,0.095309374553298,0.305755114576544,"FALSE"
"1752","TAB2",7676,1.667496,0.0954158191307202,0.305906707700778,"FALSE"
"1753","C5",8986,1.667372,0.09544045792347,0.305906707700778,"FALSE"
"1754","RARS2",1840,1.667369,0.0954410540864124,0.305906707700778,"FALSE"
"1755","SRD5A3",9333,1.667305,0.0954537729395948,0.305906707700778,"FALSE"
"1756","TBC1D10A",8716,1.667014,0.0955116210923549,0.30600703741548,"FALSE"
"1757","KCNJ4",4243,1.665226,0.0958676756291831,0.306259101033755,"FALSE"
"1758","NACC1",8704,1.664585,0.0959955800116316,0.306496789406527,"FALSE"
"1759","UTS2R",12377,1.664405,0.0960315215504992,0.306510502090535,"FALSE"
"1760","LAPTM5",4399,1.663765,0.0961594009221111,0.306856458759351,"FALSE"
"1761","CYTH4",7575,1.66274,0.0963644915926929,0.307386329037064,"FALSE"
"1762","UPF1",14810,1.661749,0.0965631118734355,0.307832799442649,"FALSE"
"1763","DLG4",12659,1.661611,0.0965907963577361,0.307840532734316,"FALSE"
"1764","PRR7",3318,1.661542,0.096604640980645,0.307840532734316,"FALSE"
"1765","CPSF6",3250,1.661238,0.0966656564842591,0.307972634832995,"FALSE"
