"","geneIDs","geneIDX","zscores","pvals","adj.pvals","significant"
"13686","PALD1",5038,-1.38903,0.164823627723278,0.409081485190708,"FALSE"
"13687","DTD2",10599,-1.389042,0.164819978899757,0.409081485190708,"FALSE"
"13688","EBF4",6663,-1.389661,0.164631842893349,0.408917552666948,"FALSE"
"13689","CARMIL3",7837,-1.389948,0.164544668329255,0.408785879725296,"FALSE"
"13690","NOL12",14780,-1.390452,0.16439166542469,0.408514326406524,"FALSE"
"13691","EFEMP2",11172,-1.390692,0.164318844573666,0.408462299938803,"FALSE"
"13692","SOX2-OT",5231,-1.391043,0.164212387836978,0.408262126400318,"FALSE"
"13693","TCFL5",6118,-1.3919,0.163952681861659,0.407680823738444,"FALSE"
"13694","PHF3",3377,-1.391957,0.163935419518367,0.407680823738444,"FALSE"
"13695","RALY",1129,-1.3923,0.16383157152592,0.407508387626478,"FALSE"
"13696","MRO",8525,-1.392346,0.163817648160759,0.407508387626478,"FALSE"
"13697","TMEM245",14832,-1.392481,0.163776791259479,0.407500881539269,"FALSE"
"13698","RGL3",6552,-1.392554,0.163754701467624,0.407500881539269,"FALSE"
"13699","OTUB1",10316,-1.39294,0.163637935235548,0.407412917502168,"FALSE"
"13700","DNAJC22",1298,-1.393369,0.163508235008347,0.407283208385767,"FALSE"
"13701","SULT2B1",4442,-1.394773,0.163084303318709,0.40667759831376,"FALSE"
"13702","TLL2",14478,-1.395436,0.162884401693434,0.406243450762415,"FALSE"
"13703","MITD1",4411,-1.39595,0.1627295523838,0.405921546622772,"FALSE"
"13704","SLPI",7827,-1.396287,0.162628086953816,0.405732725255559,"FALSE"
"13705","CDA",6955,-1.396604,0.16253268677928,0.405598019815183,"FALSE"
"13706","HR",6160,-1.397138,0.162372076596791,0.405479515625135,"FALSE"
"13707","LINC01140",3333,-1.397708,0.162200770927474,0.405115980052837,"FALSE"
"13708","LINC00484",11326,-1.399333,0.161713148177858,0.404569437036827,"FALSE"
"13709","CPNE1",12951,-1.399527,0.16165500755283,0.404569437036827,"FALSE"
"13710","MFNG",3537,-1.399875,0.161550753609333,0.404454860165201,"FALSE"
"13711","SMC1A",14828,-1.400899,0.161244277863347,0.403944495617885,"FALSE"
"13712","HARBI1",13059,-1.401113,0.161180284731789,0.40391271416553,"FALSE"
"13713","THOP1",1314,-1.401793,0.160977069391075,0.403467678695078,"FALSE"
"13714","DYNLT3",2243,-1.401828,0.160966615017969,0.403467678695078,"FALSE"
"13715","PIM3",10188,-1.401839,0.160963329463784,0.403467678695078,"FALSE"
"13716","COMMD3",942,-1.402119,0.160879714232536,0.403467678695078,"FALSE"
"13717","SPATC1L",2483,-1.40341,0.160494612713947,0.40283559336539,"FALSE"
"13718","PBLD",5068,-1.404699,0.160110803266792,0.401936319744202,"FALSE"
"13719","TUBGCP3",6338,-1.405096,0.159992733411691,0.401703968675981,"FALSE"
"13720","C10orf143",360,-1.405299,0.159932385603954,0.401616493035767,"FALSE"
"13721","TBC1D22A",4548,-1.405354,0.159916038176431,0.401616493035767,"FALSE"
"13722","DUSP5",2067,-1.405419,0.159896720118352,0.401616493035767,"FALSE"
"13723","GPR183",534,-1.406051,0.159708981134825,0.401439640480176,"FALSE"
"13724","NSRP1",9506,-1.406789,0.159489965332062,0.401209379158542,"FALSE"
"13725","SLC4A11",15077,-1.406979,0.15943361594144,0.401131716682323,"FALSE"
"13726","MFSD6L",8834,-1.407831,0.159181118583051,0.400688523115928,"FALSE"
"13727","SLC26A11",12373,-1.408142,0.159089026537555,0.400529686472012,"FALSE"
"13728","MAGI2-AS3",4198,-1.408407,0.159010587640319,0.400451327958544,"FALSE"
"13729","DEPP1",190,-1.408837,0.158883371708376,0.400318637124793,"FALSE"
"13730","YKT6",6522,-1.409089,0.158808853062835,0.400263389062644,"FALSE"
"13731","PELI1",4041,-1.40911,0.158802644369973,0.400263389062644,"FALSE"
"13732","SAT2",7500,-1.409223,0.158769238843344,0.400263389062644,"FALSE"
"13733","RBM17",5483,-1.409359,0.158729041015014,0.400263389062644,"FALSE"
"13734","ZNF226",10455,-1.409403,0.158716037484745,0.400263389062644,"FALSE"
"13735","ACTA2",12056,-1.409489,0.158690623822058,0.400263389062644,"FALSE"
"13736","YLPM1",6043,-1.411786,0.158012981913828,0.398959974379927,"FALSE"
"13737","ACVR1C",5801,-1.412145,0.157907271040787,0.39876965195587,"FALSE"
"13738","FGF14-AS2",13092,-1.412672,0.1577521880618,0.398760139880426,"FALSE"
"13739","SALL1",5970,-1.413375,0.157545492322417,0.398397648282707,"FALSE"
